Brand,Name,Graphics Processor__GPU Name,Graphics Processor__Architecture,Release_Year_Normalized,Memory__Memory Size,Memory__Memory Type,Memory__Memory Bus,Graphics Card__Bus Interface,Board Design__TDP,Render Config__Shading Units,Theoretical Performance__FP32 (float),Graphics Features__DirectX,Graphics Features__OpenGL,Graphics Features__Shader Model,Recommended Resolutions
Matrox,Millennium G450 LP,Condor,G400,2000,32 MB,DDR,64 bit,agp4x,unknown,fixed-pipeline,unknown,6.0,,,Unplayable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce2 Go,NV11B,Celsius,2000,64 MB,DDR,64 bit,unknown,2 W,fixed-pipeline,unknown,7.0,1.2,,Unplayable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce2 Go,NV11B,Celsius,2000,64 MB,DDR,128 bit,unknown,2 W,fixed-pipeline,unknown,7.0,1.2,,Unplayable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce2 GTS,NV15,Celsius,2000,32 MB,DDR,128 bit,agp4x,unknown,fixed-pipeline,unknown,7.0,1.5,,Unplayable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce2 GTS PRO,NV15,Celsius,2000,32 MB,DDR,128 bit,agp4x,unknown,fixed-pipeline,unknown,7.0,1.5,,Unplayable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce2 MX,NV11,Celsius,2000,32 MB,SDR,128 bit,agp4x,unknown,fixed-pipeline,unknown,7.0,1.2,,Unplayable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce2 MX DH Pro TV,NV11,Celsius,2000,32 MB,SDR,128 bit,agp4x,unknown,fixed-pipeline,unknown,7.0,1.2,,Unplayable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce2 MX DH Pro TV PCI,NV11,Celsius,2000,32 MB,SDR,128 bit,pci,unknown,fixed-pipeline,unknown,7.0,1.2,,Unplayable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce2 MX PCI,NV11,Celsius,2000,32 MB,SDR,64 bit,pci,unknown,fixed-pipeline,unknown,7.0,1.2,,Unplayable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce2 PRO,NV15,Celsius,2000,64 MB,DDR,128 bit,agp4x,unknown,fixed-pipeline,unknown,7.0,1.5,,Unplayable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce2 Ultra,NV15,Celsius,2000,64 MB,DDR,128 bit,agp4x,unknown,fixed-pipeline,unknown,7.0,1.5,,Unplayable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,Quadro2 MXR,NV11B,Celsius,2000,32 MB,SDR,128 bit,agp4x,unknown,fixed-pipeline,unknown,7.0,1.2,,Unplayable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,Quadro2 MXR Low Profile,NV11B,Celsius,2000,32 MB,SDR,128 bit,agp4x,unknown,fixed-pipeline,unknown,7.0,1.2,,Unplayable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,Vanta LT,NV5,Fahrenheit,2000,8 MB,SDR,64 bit,agp2x,unknown,fixed-pipeline,unknown,6.0,1.2,,Unplayable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
SiS,305,305,SiS 2nd Gen,2000,32 MB,SDR,64 bit,agp2x,unknown,fixed-pipeline,unknown,6.0,1.1,,Unplayable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
SiS,315,Mirage,SiS 2nd Gen,2000,64 MB,SDR,128 bit,agp4x,unknown,fixed-pipeline,unknown,7.0,1.3,,Unplayable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
SiS,315 Pro,Mirage,SiS 2nd Gen,2000,64 MB,SDR,64 bit,agp2x,unknown,fixed-pipeline,unknown,7.0,1.3,,Unplayable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
SiS,315E,Mirage,SiS 2nd Gen,2000,64 MB,SDR,64 bit,agp2x,unknown,fixed-pipeline,unknown,7.0,1.3,,Unplayable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
Sony,Playstation 2 GPU 250nm,GS-250nm,,2000,4 MB,eDRAM,2560 bit,unknown,79 W,fixed-pipeline,unknown,,,,
ATI,All-In-Wonder Radeon 8500,R200,Rage 7,2001,128 MB,DDR,128 bit,agp8x,unknown,fixed-pipeline,unknown,8.1,1.3,,Unplayable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
ATI,All-In-Wonder Radeon 8500DV,R200,Rage 7,2001,64 MB,DDR,128 bit,agp8x,unknown,fixed-pipeline,unknown,8.1,1.3,,Unplayable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
ATI,Fire GL4,RC1000 | GT1000,IBM,2001,128 MB,DDR,256 bit,agp8x,unknown,fixed-pipeline,unknown,6.0,1.2,,Unplayable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
ATI,FireGL 8700,R200,Rage 7,2001,64 MB,DDR,128 bit,agp4x,unknown,fixed-pipeline,unknown,8.1,1.3,,Unplayable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
ATI,FireGL 8800,R200,Rage 7,2001,128 MB,DDR,128 bit,agp4x,unknown,fixed-pipeline,unknown,8.1,1.3,,Unplayable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
ATI,Mobility FireGL 7800,M7,Rage 7,2001,64 MB,DDR,128 bit,unknown,27 W,fixed-pipeline,unknown,7.0,1.3,,Unplayable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
ATI,Mobility Radeon 7500,M7,Rage 7,2001,32 MB,DDR,64 bit,unknown,27 W,fixed-pipeline,unknown,7.0,1.3,,Unplayable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
ATI,Mobility Radeon 7500,M7,Rage 7,2001,32 MB,DDR,64 bit,unknown,27 W,fixed-pipeline,unknown,7.0,1.3,,Unplayable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
ATI,Mobility Radeon 7500C,M7,Rage 7,2001,16 MB,DDR,64 bit,unknown,27 W,fixed-pipeline,unknown,7.0,1.3,,Unplayable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
ATI,Radeon 7000,RV100,Rage 6,2001,32 MB,DDR,64 bit,agp4x,23 W,fixed-pipeline,unknown,7.0,1.3,,Unplayable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
ATI,Radeon 7000 PCI,RV100,Rage 6,2001,32 MB,DDR,64 bit,pci,23 W,fixed-pipeline,unknown,7.0,1.3,,Unplayable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
ATI,Radeon 7500,RV200,Rage 7,2001,64 MB,DDR,128 bit,agp4x,23 W,fixed-pipeline,unknown,7.0,1.3,,Unplayable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
ATI,Radeon 7500 LE,RV200,Rage 7,2001,64 MB,DDR,128 bit,agp4x,23 W,fixed-pipeline,unknown,7.0,1.3,,Unplayable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
ATI,Radeon 8500,R200,Rage 7,2001,64 MB,DDR,128 bit,agp4x,23 W,fixed-pipeline,unknown,8.1,1.3,,Unplayable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
ATI,Radeon DDR VIVO,Rage 6,Rage 6,2001,64 MB,DDR,128 bit,agp4x,unknown,fixed-pipeline,unknown,7.0,1.3,,Unplayable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
ATI,Radeon DDR VIVO OEM,Rage 6,Rage 6,2001,64 MB,DDR,128 bit,agp4x,unknown,fixed-pipeline,unknown,7.0,1.3,,Unplayable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
ATI,Radeon DDR VIVO SE,Rage 6,Rage 6,2001,64 MB,DDR,128 bit,agp4x,unknown,fixed-pipeline,unknown,7.0,1.3,,Unplayable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
ATI,Radeon LE,Rage 6,Rage 6,2001,32 MB,DDR,128 bit,agp4x,unknown,fixed-pipeline,unknown,7.0,1.3,,Unplayable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
ATI,Radeon VE AGP,Rage 6,Rage 6,2001,32 MB,DDR,64 bit,agp4x,23 W,fixed-pipeline,unknown,7.0,1.3,,Unplayable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
ATI,Radeon VE PCI,Rage 6,Rage 6,2001,32 MB,DDR,64 bit,pci,23 W,fixed-pipeline,unknown,7.0,1.3,,Unplayable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
Intel,i830M Graphics,Almador,Generation 1.0,2001,System Shared,System Shared,System Shared,unknown,unknown,fixed-pipeline,unknown,7.0,1.2,,Unplayable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
Matrox,Millennium G550,Condor,G500,2001,32 MB,DDR,64 bit,agp4x,unknown,fixed-pipeline,unknown,8.0,1.5,,Unplayable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
Matrox,Millennium G550 PCIe,Condor,G500,2001,32 MB,DDR,64 bit,pcie x1.0 x1,unknown,fixed-pipeline,unknown,8.0,1.5,,Unplayable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce2 Go 100,NV11B,Celsius,2001,16 MB,DDR,32 bit,unknown,2 W,fixed-pipeline,unknown,7.0,1.2,,Unplayable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce2 Go 200,NV11B,Celsius,2001,32 MB,DDR,64 bit,unknown,2 W,fixed-pipeline,unknown,7.0,1.2,,Unplayable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce2 MX + nForce 220,Crush11,Celsius,2001,System Shared,System Shared,System Shared,unknown,unknown,fixed-pipeline,unknown,7.0,1.2,,Unplayable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce2 MX + nForce 420,Crush11,Celsius,2001,System Shared,System Shared,System Shared,unknown,unknown,fixed-pipeline,unknown,7.0,1.2,,Unplayable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce2 MX 200,NV11B,Celsius,2001,32 MB,SDR,64 bit,agp4x,unknown,fixed-pipeline,unknown,7.0,1.2,,Unplayable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce2 MX 200 LP,NV11B,Celsius,2001,32 MB,SDR,64 bit,agp4x,unknown,fixed-pipeline,unknown,7.0,1.2,,Unplayable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce2 MX 200 PCI,NV11B,Celsius,2001,64 MB,SDR,64 bit,pci,unknown,fixed-pipeline,unknown,7.0,1.2,,Unplayable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce2 MX 400,NV11B,Celsius,2001,32 MB,SDR,128 bit,agp4x,unknown,fixed-pipeline,unknown,7.0,1.2,,Unplayable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce2 MX 400 PCI,NV11B,Celsius,2001,32 MB,DDR,64 bit,pci,unknown,fixed-pipeline,unknown,7.0,1.2,,Unplayable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce2 Ti,NV15,Celsius,2001,64 MB,DDR,128 bit,agp4x,unknown,fixed-pipeline,unknown,7.0,1.5,,Unplayable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce3,NV20,Kelvin,2001,64 MB,DDR,128 bit,agp4x,unknown,fixed-pipeline,unknown,8.1,1.5,,Unplayable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce3 Ti200,NV20,Kelvin,2001,64 MB,DDR,128 bit,agp4x,unknown,fixed-pipeline,unknown,8.1,1.5,,Unplayable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce3 Ti500,NV20,Kelvin,2001,64 MB,DDR,128 bit,agp4x,unknown,fixed-pipeline,unknown,8.1,1.5,,Unplayable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,Quadro DCC,NV20,Kelvin,2001,64 MB,SDR,128 bit,agp4x,unknown,fixed-pipeline,unknown,8.1,1.5,,Unplayable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,Quadro2 Go,NV11B,Celsius,2001,32 MB,DDR,64 bit,unknown,unknown,fixed-pipeline,unknown,7.0,1.2,,Unplayable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,Quadro2 Pro,NV15,Celsius,2001,64 MB,DDR,128 bit,agp4x,unknown,fixed-pipeline,unknown,7.0,1.5,,Unplayable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,Xbox GPU,NV2A,Kelvin,2001,64 MB,DDR,128 bit,unknown,unknown,fixed-pipeline,unknown,8.1,1.4,,
Sony,Playstation 2 GPU 180nm,GS-180nm,,2001,4 MB,eDRAM,2560 bit,unknown,79 W,fixed-pipeline,unknown,,,,
AMD,Stream Processor,R580,Ultra-Threaded SE,2006,1024 MB,GDDR3,256 bit,pcie x1.0 x16,165 W,unknown,unknown,9.0c (9_3),2.1 (full) 3.0 (partial),3.0,Playable:640x480 | Low FPS:1280x720 | Unplayable:1366x768
AMD,FireStream 9170,RV670,TeraScale,2007,2 GB,GDDR3,256 bit,pcie x2.0 x16,105 W,320.0,unknown,10.1 (10_1),3.3 (full) 4.0 (partial),4.1,Good:640x480 | Playable:1280x720 | Low FPS:1366x768
AMD,FireStream 9250,RV770,TeraScale,2008,1024 MB,GDDR3,256 bit,pcie x2.0 x16,150 W,800.0,unknown,10.1 (10_1),3.3,4.1,Good:1280x720 | Low FPS:1366x768 | Unplayable:1600x900
AMD,FireStream 9270,RV770,TeraScale,2008,2 GB,GDDR5,256 bit,pcie x2.0 x16,160 W,800.0,unknown,10.1 (10_1),3.3,4.1,Good:1280x720 | Low FPS:1366x768 | Unplayable:1600x900
AMD,Radeon HD 6570M Mac Edition,Capilano,TeraScale 2,2009,1024 MB,GDDR3,128 bit,unknown,30 W,400.0,unknown,11.2 (11_0),4.4,5.0,Good:640x480 | Low FPS:1280x720 | Unplayable:1366x768
AMD,FirePro M3900,Seymour,TeraScale 2,2010,1024 MB,GDDR3,64 bit,unknown,20 W,160.0,unknown,11.2 (11_0),4.4,5.0,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
AMD,FirePro RG220,RV711,TeraScale,2010,512 MB,GDDR3,256 bit,pcie x2.0 x16,35 W,80.0,unknown,10.1 (10_1),3.3,4.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
AMD,FirePro RG220A,RV711,TeraScale,2010,512 MB,GDDR3,256 bit,pcie x2.0 x16,35 W,80.0,unknown,10.1 (10_1),3.3,4.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
AMD,FireStream 9350,Cypress,TeraScale 2,2010,2 GB,GDDR5,256 bit,pcie x2.0 x16,150 W,1440.0,unknown,11.2 (11_0),4.4,5.0,Good:1366x768 | Low FPS:1600x900 | Unplayable:1920x1080
AMD,FireStream 9370,Cypress,TeraScale 2,2010,4 GB,GDDR5,256 bit,pcie x2.0 x16,225 W,1600.0,unknown,11.2 (11_0),4.4,5.0,Good:1366x768 | Low FPS:1600x900 | Unplayable:1920x1080
AMD,Radeon HD 6250 IGP,Loveland,TeraScale 2,2010,System Shared,System Shared,System Shared,unknown,9 W,80.0,unknown,11.2 (11_0),4.4,5.0,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
AMD,Radeon HD 6310 IGP,Loveland,TeraScale 2,2010,System Shared,System Shared,System Shared,unknown,18 W,80.0,unknown,11.2 (11_0),4.4,5.0,Low FPS:640x480 | Unplayable:1280x720 | Unplayable:1366x768
AMD,Radeon HD 6310 IGP,Loveland,TeraScale 2,2010,System Shared,System Shared,System Shared,unknown,18 W,80.0,unknown,11.2 (11_0),4.4,5.0,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
AMD,Radeon HD 6330M,Robson,TeraScale 2,2010,1024 MB,GDDR3,64 bit,unknown,7 W,80.0,unknown,11.2 (11_0),4.4,5.0,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
AMD,Radeon HD 6350M,Robson,TeraScale 2,2010,1024 MB,GDDR3,64 bit,unknown,7 W,80.0,unknown,11.2 (11_0),4.4,5.0,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
AMD,Radeon HD 6370M,Robson,TeraScale 2,2010,1024 MB,GDDR3,64 bit,unknown,11 W,80.0,unknown,11.2 (11_0),4.4,5.0,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
AMD,Radeon HD 6530M,Capilano,TeraScale 2,2010,1024 MB,DDR3,128 bit,unknown,26 W,400.0,unknown,11.2 (11_0),4.4,5.0,Playable:640x480 | Low FPS:1280x720 | Unplayable:1366x768
AMD,Radeon HD 6550M,Capilano,TeraScale 2,2010,1024 MB,DDR3,128 bit,unknown,26 W,400.0,unknown,11.2 (11_0),4.4,5.0,Good:640x480 | Low FPS:1280x720 | Unplayable:1366x768
AMD,Radeon HD 6550M,Lexington,TeraScale 2,2010,1024 MB,DDR3,128 bit,unknown,26 W,400.0,unknown,11.2 (11_0),4.4,5.0,Good:640x480 | Low FPS:1280x720 | Unplayable:1366x768
AMD,Radeon HD 6570M,Capilano,TeraScale 2,2010,1024 MB,GDDR3,128 bit,unknown,30 W,400.0,unknown,11.2 (11_0),4.4,5.0,Good:640x480 | Low FPS:1280x720 | Unplayable:1366x768
AMD,Radeon HD 6850,Barts,TeraScale 2,2010,1024 MB,GDDR5,256 bit,pcie x2.0 x16,127 W,960.0,unknown,11.2 (11_0),4.4,5.0,Good:1366x768 | Low FPS:1600x900 | Unplayable:1920x1080
AMD,Radeon HD 6870,Barts,TeraScale 2,2010,1024 MB,GDDR5,256 bit,pcie x2.0 x16,151 W,1120.0,unknown,11.2 (11_0),4.4,5.0,Good:1366x768 | Low FPS:1600x900 | Unplayable:1920x1080
AMD,Radeon HD 6950,Cayman,TeraScale 3,2010,2 GB,GDDR5,256 bit,pcie x2.0 x16,200 W,1408.0,unknown,11.2 (11_0),4.4,5.0,Good:1366x768 | Low FPS:1600x900 | Unplayable:1920x1080
AMD,Radeon HD 6970,Cayman,TeraScale 3,2010,2 GB,GDDR5,256 bit,pcie x2.0 x16,250 W,1536.0,unknown,11.2 (11_0),4.4,5.0,Good:1366x768 | Low FPS:1600x900 | Unplayable:1920x1080
AMD,FirePro 2270,Cedar,TeraScale 2,2011,512 MB,GDDR3,64 bit,pcie x2.0 x16,15 W,80.0,unknown,11.2 (11_0),4.4,5.0,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
AMD,FirePro 2270 PCIe x1,Cedar,TeraScale 2,2011,512 MB,GDDR3,64 bit,pcie x2.0 x1,15 W,80.0,unknown,11.2 (11_0),4.4,5.0,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
AMD,FirePro M5950,Whistler,TeraScale 2,2011,1024 MB,GDDR5,128 bit,unknown,35 W,480.0,unknown,11.2 (11_0),4.4,5.0,Good:640x480 | Low FPS:1280x720 | Unplayable:1366x768
AMD,FirePro M8900,Blackcomb,TeraScale 2,2011,2 GB,GDDR5,256 bit,unknown,75 W,960.0,unknown,11.2 (11_0),4.4,5.0,Good:1366x768 | Low FPS:1600x900 | Unplayable:1920x1080
AMD,FirePro V4900,Turks,TeraScale 2,2011,1024 MB,GDDR5,128 bit,pcie x2.0 x16,75 W,480.0,unknown,11.2 (11_0),4.4,5.0,Good:640x480 | Playable:1280x720 | Unplayable:1366x768
AMD,FirePro V5900,Cayman,TeraScale 3,2011,2 GB,GDDR5,256 bit,pcie x2.0 x16,75 W,512.0,unknown,11.2 (11_0),4.4,5.0,Good:1280x720 | Low FPS:1366x768 | Unplayable:1600x900
AMD,FirePro V7900,Cayman,TeraScale 3,2011,2 GB,GDDR5,256 bit,pcie x2.0 x16,150 W,1280.0,unknown,11.2 (11_0),4.4,5.0,Good:1366x768 | Low FPS:1600x900 | Unplayable:1920x1080
AMD,FirePro V7900 SDI,Cayman,TeraScale 3,2011,2 GB,GDDR5,256 bit,pcie x2.0 x16,150 W,1280.0,unknown,11.2 (11_0),4.4,5.0,Good:1366x768 | Low FPS:1600x900 | Unplayable:1920x1080
AMD,Radeon E6460,Caicos,TeraScale 2,2011,512 MB,GDDR5,64 bit,unknown,25 W,160.0,unknown,11.2 (11_0),4.4,5.0,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
AMD,Radeon E6760 MXM,Whistler,TeraScale 2,2011,1024 MB,GDDR5,128 bit,unknown,45 W,480.0,unknown,11.2 (11_0),4.4,5.0,Good:640x480 | Low FPS:1280x720 | Unplayable:1366x768
AMD,Radeon E6760 PCIe,Whistler,TeraScale 2,2011,1024 MB,GDDR5,128 bit,unknown,45 W,480.0,unknown,11.2 (11_0),4.4,5.0,Good:640x480 | Low FPS:1280x720 | Unplayable:1366x768
AMD,Radeon HD 6230,Park,TeraScale 2,2011,512 MB,DDR2,64 bit,pcie x2.0 x16,19 W,80.0,unknown,11.2 (11_0),4.4,5.0,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
AMD,Radeon HD 6250,Cedar,TeraScale 2,2011,512 MB,GDDR3,64 bit,pcie x2.0 x16,19 W,80.0,unknown,11.2 (11_0),4.4,5.0,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
AMD,Radeon HD 6290,Cedar,TeraScale 2,2011,1024 MB,GDDR3,64 bit,pcie x2.0 x16,19 W,80.0,unknown,11.2 (11_0),4.4,5.0,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
AMD,Radeon HD 6290 IGP,Loveland,TeraScale 2,2011,System Shared,System Shared,System Shared,unknown,9 W,80.0,unknown,11.2 (11_0),4.4,5.0,Low FPS:640x480 | Unplayable:1280x720 | Unplayable:1366x768
AMD,Radeon HD 6320 IGP,Loveland,TeraScale 2,2011,System Shared,System Shared,System Shared,unknown,18 W,80.0,unknown,11.2 (11_0),4.4,5.0,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
AMD,Radeon HD 6350,Cedar,TeraScale 2,2011,512 MB,GDDR3,64 bit,pcie x2.0 x16,19 W,80.0,unknown,11.2 (11_0),4.4,5.0,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
AMD,Radeon HD 6350,Park,TeraScale 2,2011,512 MB,GDDR3,64 bit,pcie x2.0 x16,19 W,80.0,unknown,11.2 (11_0),4.4,5.0,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
AMD,Radeon HD 6350A,Cedar,TeraScale 2,2011,512 MB,DDR3,64 bit,unknown,25 W,80.0,unknown,11.2 (11_0),4.4,5.0,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
AMD,Radeon HD 6370D IGP,SuperSumo,TeraScale 2,2011,System Shared,System Shared,System Shared,unknown,65 W,160.0,unknown,11.2 (11_0),4.4,5.0,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
AMD,Radeon HD 6380G IGP,SuperSumo,TeraScale 2,2011,System Shared,System Shared,System Shared,unknown,35 W,160.0,unknown,11.2 (11_0),4.4,5.0,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
AMD,Radeon HD 6390,Redwood,TeraScale 2,2011,1024 MB,DDR2,128 bit,pcie x2.0 x16,39 W,320.0,unknown,11.2 (11_0),4.4,5.0,Good:640x480 | Low FPS:1280x720 | Unplayable:1366x768
AMD,Radeon HD 6410D IGP,SuperSumo,TeraScale 2,2011,System Shared,System Shared,System Shared,unknown,65 W,160.0,unknown,11.2 (11_0),4.4,5.0,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
AMD,Radeon HD 6430M,Seymour,TeraScale 2,2011,1024 MB,DDR3,64 bit,unknown,unknown,160.0,unknown,11.2 (11_0),4.4,5.0,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
AMD,Radeon HD 6450,Caicos,TeraScale 2,2011,512 MB,GDDR3,64 bit,pcie x2.0 x16,18 W,160.0,unknown,11.2 (11_0),4.4,5.0,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
AMD,Radeon HD 6450 OEM,Caicos,TeraScale 2,2011,512 MB,GDDR3,64 bit,pcie x2.0 x16,18 W,160.0,unknown,11.2 (11_0),4.4,5.0,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
AMD,Radeon HD 6450A,Caicos,TeraScale 2,2011,512 MB,DDR3,64 bit,unknown,25 W,160.0,unknown,11.2 (11_0),4.4,5.0,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
AMD,Radeon HD 6450M,Seymour,TeraScale 2,2011,1024 MB,DDR3,64 bit,unknown,unknown,160.0,unknown,11.2 (11_0),4.4,5.0,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
AMD,Radeon HD 6470M,Seymour,TeraScale 2,2011,512 MB,DDR3,64 bit,unknown,25 W,160.0,unknown,11.2 (11_0),4.4,5.0,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
AMD,Radeon HD 6480G IGP,Sumo,TeraScale 2,2011,System Shared,System Shared,System Shared,unknown,35 W,240.0,unknown,11.2 (11_0),4.4,5.0,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
AMD,Radeon HD 6480G IGP,SuperSumo,TeraScale 2,2011,System Shared,System Shared,System Shared,unknown,35 W,160.0,unknown,11.2 (11_0),4.4,5.0,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
AMD,Radeon HD 6490,Redwood,TeraScale 2,2011,1024 MB,DDR2,128 bit,pcie x2.0 x16,39 W,320.0,unknown,11.2 (11_0),4.4,5.0,Good:640x480 | Low FPS:1280x720 | Unplayable:1366x768
AMD,Radeon HD 6490M,Seymour,TeraScale 2,2011,512 MB,GDDR5,64 bit,unknown,unknown,160.0,unknown,11.2 (11_0),4.4,5.0,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
AMD,Radeon HD 6490M Mac Edition,Seymour,TeraScale 2,2011,256 MB,GDDR5,64 bit,unknown,unknown,160.0,unknown,11.2 (11_0),4.4,5.0,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
AMD,Radeon HD 6510,Redwood,TeraScale 2,2011,1024 MB,GDDR3,128 bit,pcie x2.0 x16,39 W,400.0,unknown,11.2 (11_0),4.4,5.0,Good:640x480 | Low FPS:1280x720 | Unplayable:1366x768
AMD,Radeon HD 6510,Turks,TeraScale 2,2011,1024 MB,GDDR3,128 bit,pcie x2.0 x16,39 W,320.0,unknown,11.2 (11_0),4.4,5.0,Good:640x480 | Low FPS:1280x720 | Unplayable:1366x768
AMD,Radeon HD 6520G IGP,Sumo,TeraScale 2,2011,System Shared,System Shared,System Shared,unknown,35 W,320.0,unknown,11.2 (11_0),4.4,5.0,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
AMD,Radeon HD 6530,Redwood,TeraScale 2,2011,1024 MB,GDDR3,128 bit,pcie x2.0 x16,39 W,400.0,unknown,11.2 (11_0),4.4,5.0,Good:640x480 | Low FPS:1280x720 | Unplayable:1366x768
AMD,Radeon HD 6530D IGP,Sumo,TeraScale 2,2011,System Shared,System Shared,System Shared,unknown,65 W,320.0,unknown,11.2 (11_0),4.4,5.0,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
AMD,Radeon HD 6550A,Pinewood,TeraScale 2,2011,2 GB,GDDR3,128 bit,unknown,35 W,480.0,unknown,11.2 (11_0),4.4,5.0,Good:640x480 | Low FPS:1280x720 | Unplayable:1366x768
